Region,Country,Item Type,Sales Channel,Order Priority,Order Date,Order ID,Ship Date,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit
Europe,Macedonia,BKXKLU DDPSOJWD,Online,M,6/17/2016,823236739,8/1/2016,2900,458.83,555.36,6104724.0,8004401.0,246079.0
Europe,Armenia,SMSUAK,Offline,L,3/17/2015,439725911,4/7/2015,3524,7.6,2.21,59658.69,24386.08,6799.3
Europe,Cyprus,KYUTZQ,Online,H,10/1/2012,255047452,10/30/2012,3064,292.81,88.89,473588.39,831470.37,766739.12
Europe,Malta,NJDZ,Offline,C,6/26/2014,662623488,7/11/2014,3870,829.4,620.06,5283940.6,2638811.3,226394.0
Europe,San Marino,ZNVGEIJCUP,Offline,M,1/22/2016,560389268,2/22/2016,492,154.06,74.0,12197.3,53665.68,91270.5
Europe,France,BKXKLU DDPSOJWD,Offline,C,7/12/2011,867138278,8/4/2011,4341,458.83,555.36,8556536.77,4981240.4,369414.64
Europe,Montenegro,FDKLCUGLN,Online,H,12/25/2014,525321424,12/31/2014,3138,989.45,840.03,8438855.97,4874464.35,614369.43
Europe,Cyprus,JTSBQPV,Online,H,6/10/2014,497554337,7/28/2014,6240,400.68,75.97,759490.3,345403.9,720584.5
Europe,Vatican City,WKDGNQJQ DOKJ,Offline,M,4/15/2016,626322257,5/5/2016,1529,51.61,54.89,861824.47,21731.37,53256.74
Europe,Netherlands,YVOW ABYK,Offline,C,1/21/2011,611766231,2/26/2011,4077,194.89,609.6,1503120.09,776619.17,883999.8
Europe,Montenegro,YVOW ABYK,Offline,H,3/3/2013,630931794,4/1/2013,5593,194.89,609.6,1427781.04,891636.06,213984.92
Europe,San Marino,BKXKLU DDPSOJWD,Offline,L,3/4/2017,239386355,4/20/2017,8597,458.83,555.36,5172989.31,5867688.23,8554898.99
Europe,Germany,FDKLCUGLN,Offline,M,8/21/2016,874172532,10/2/2016,5933,989.45,840.03,3618216.87,4228258.77,983276.09
Europe,Iceland,WKDGNQJQ DOKJ,Offline,C,9/19/2010,570703542,11/3/2010,2715,51.61,54.89,888103.02,153859.05,71923.3
Europe,Hungary,FGIPCAOVI,Online,M,9/20/2012,132603538,11/6/2012,9188,872.4,295.75,5356385.5,2419476.04,7033654.99
Europe,Czech Republic,NJDZ,Offline,L,8/6/2011,552276551,9/24/2011,9759,829.4,620.06,5613657.16,1832295.64,501462.1
Europe,Macedonia,KYUTZQ,Offline,M,3/22/2016,163587558,4/19/2016,8048,292.81,88.89,2286551.28,625323.09,550506.84
Europe,Andorra,YVOW ABYK,Offline,M,1/10/2012,415837943,2/23/2012,4543,194.89,609.6,1159737.04,724245.06,698722.5
Europe,Hungary,YVOW ABYK,Offline,H,5/17/2014,398645198,5/26/2014,6828,194.89,609.6,3645297.24,5930552.58,654532.08
Europe,Latvia,WKDGNQJQ DOKJ,Offline,H,11/2/2013,913074433,12/17/2013,7870,51.61,54.89,147547.8,314837.9,193900.4
Europe,Andorra,SMSUAK,Offline,H,5/27/2014,889125955,6/15/2014,983,7.6,2.21,5649.57,6067.29,2369.03
Europe,Austria,SMSUAK,Offline,H,8/6/2011,263427960,9/20/2011,3042,7.6,2.21,64789.53,71532.33,9555.07
Europe,Liechtenstein,NJDZ,Online,H,7/12/2010,730490243,7/14/2010,7151,829.4,620.06,1767012.23,1344905.88,787516.4
Europe,Poland,BNBVXP,Online,L,11/1/2016,905036389,11/20/2016,9234,970.5,981.46,1594657.5,2499796.51,818040.06
Europe,Montenegro,JTSBQPV,Online,C,3/4/2012,381759297,3/25/2012,9914,400.68,75.97,5916390.56,414439.02,853143.18
Europe,Belarus,FGIPCAOVI,Offline,M,9/2/2011,613166129,10/21/2011,8338,872.4,295.75,5908713.1,3255295.05,1449728.06
Europe,Ukraine,BKXKLU DDPSOJWD,Offline,M,5/3/2017,181260526,6/3/2017,7872,458.83,555.36,7610403.95,2285227.58,878061.0
Europe,Georgia,KYUTZQ,Online,C,9/1/2013,264959609,10/18/2013,6291,292.81,88.89,223284.64,612995.04,265724.36
Europe,Malta,SMSUAK,Online,L,7/31/2010,475176560,9/4/2010,4159,7.6,2.21,46262.59,63583.27,70990.59
Europe,Armenia,YVOW ABYK,Offline,H,1/23/2012,194922626,2/7/2012,791,194.89,609.6,284638.97,481860.72,34304.45
Europe,France,KYUTZQ,Offline,M,7/3/2016,447684133,8/14/2016,8538,292.81,88.89,1302728.04,204276.71,969485.95
Europe,Liechtenstein,WKDGNQJQ DOKJ,Online,H,1/4/2012,527259910,1/11/2012,6779,51.61,54.89,640708.79,964551.44,392249.76
Europe,Hungary,YVOW ABYK,Online,M,8/10/2014,879923617,9/15/2014,7807,194.89,609.6,3693052.83,6573004.82,748379.02
Europe,Portugal,KYUTZQ,Offline,H,3/9/2014,279816472,4/14/2014,2767,292.81,88.89,483594.78,757771.02,948079.9
Europe,Cyprus,KYUTZQ,Online,M,11/5/2012,593018233,12/11/2012,6128,292.81,88.89,129821.73,159824.5,313196.74
Europe,Macedonia,YVOW ABYK,Online,H,9/16/2016,349060380,9/28/2016,3578,194.89,609.6,715087.41,948390.35,342987.08
Europe,Latvia,FDKLCUGLN,Offline,C,12/18/2010,863890445,12/25/2010,3235,989.45,840.03,5547910.82,1339570.7,601769.01
Europe,Armenia,WKDGNQJQ DOKJ,Online,C,1/16/2010,667420995,1/18/2010,3559,51.61,54.89,290877.07,558083.72,96441.11
Europe,Montenegro,ZNVGEIJCUP,Offline,H,4/10/2011,842687690,5/26/2011,8869,154.06,74.0,4646728.85,349804.56,745571.27
Europe,San Marino,STBZQKASF,Offline,L,1/2/2012,772893178,1/2/2012,5122,68.74,89.25,724667.2,262534.44,26335.41
Europe,Czech Republic,KYUTZQ,Online,M,7/5/2011,789484250,7/30/2011,4789,292.81,88.89,760782.91,890867.12,961416.57
Europe,Vatican City,WKDGNQJQ DOKJ,Offline,M,5/24/2012,336111962,6/16/2012,1854,51.61,54.89,248318.91,804590.36,91246.69
Europe,San Marino,FDKLCUGLN,Offline,H,12/9/2015,821131742,12/9/2015,9985,989.45,840.03,2088498.96,6293010.1,1654814.05
Europe,Liechtenstein,FDKLCUGLN,Online,M,4/27/2014,679108560,6/11/2014,2169,989.45,840.03,6485400.61,9799350.03,910709.24
Europe,Lithuania,WKDGNQJQ DOKJ,Offline,L,4/19/2011,129875409,4/26/2011,1875,51.61,54.89,701875.72,441791.65,73842.9
Europe,Ireland,SMSUAK,Offline,H,3/12/2015,155914723,3/29/2015,7486,7.6,2.21,75212.62,42677.81,44016.52
Europe,Spain,SMSUAK,Online,H,10/9/2011,753166282,11/25/2011,7495,7.6,2.21,16973.8,41940.7,27083.22
Europe,Andorra,BNBVXP,Offline,M,3/20/2015,443347108,4/9/2015,5116,970.5,981.46,5706711.3,640813.04,887571.65
Europe,Iceland,BKXKLU DDPSOJWD,Online,C,6/19/2013,527509677,7/10/2013,691,458.83,555.36,448945.62,318267.21,33150.37
Europe,Ireland,STBZQKASF,Offline,H,9/20/2016,416953313,10/29/2016,4606,68.74,89.25,363938.5,754759.66,58669.18
Europe,Bosnia and Herzegovina,BNBVXP,Online,C,3/30/2011,639126908,5/10/2011,710,970.5,981.46,882377.0,70598.6,42867.7
Europe,Belarus,STBZQKASF,Online,L,6/3/2014,879405200,7/20/2014,4396,68.74,89.25,433679.4,924363.03,94128.94
Europe,Slovenia,STBZQKASF,Offline,H,3/17/2010,844105184,4/20/2010,8337,68.74,89.25,226902.7,413983.04,311520.36
Europe,Netherlands,SMSUAK,Offline,C,9/20/2013,127838218,10/29/2013,9024,7.6,2.21,91107.33,62446.08,41433.27
Europe,Belgium,KYUTZQ,Online,M,11/22/2010,881717050,12/23/2010,8524,292.81,88.89,2487150.29,295133.07,146359.49
Europe,Macedonia,FDKLCUGLN,Offline,L,10/13/2015,905509746,10/20/2015,9311,989.45,840.03,1073480.03,9101765.76,1543112.03
Europe,Liechtenstein,YVOW ABYK,Online,H,6/22/2012,720878922,8/1/2012,2948,194.89,609.6,620674.16,105688.75,114792.02
Europe,Italy,WKDGNQJQ DOKJ,Offline,L,11/14/2012,306256616,11/18/2012,6993,51.61,54.89,236442.81,147798.93,624339.79
Europe,Spain,BNBVXP,Offline,M,1/4/2015,392252957,2/22/2015,5222,970.5,981.46,2174081.4,281256.32,790198.65
Europe,Norway,FGIPCAOVI,Offline,C,3/14/2014,746563756,4/12/2014,3661,872.4,295.75,9081054.0,361281.84,636538.07
Europe,Bulgaria,FDKLCUGLN,Online,C,3/21/2014,129902875,4/24/2014,2,989.45,840.03,8373.09,1005.08,665.43
Europe,San Marino,STBZQKASF,Offline,M,5/10/2014,595395314,5/30/2014,9559,68.74,89.25,376052.99,950259.54,733370.66
Europe,Denmark,SMSUAK,Online,L,3/4/2011,272425591,3/21/2011,5641,7.6,2.21,44095.19,49842.65,22942.11
Europe,Germany,YVOW ABYK,Offline,H,11/27/2013,596166074,1/13/2014,7644,194.89,609.6,6527880.21,1474431.2,387287.06
Europe,Netherlands,STBZQKASF,Offline,C,10/18/2012,906345736,11/21/2012,6699,68.74,89.25,928661.57,493280.34,139985.13
Europe,Germany,FGIPCAOVI,Offline,M,2/26/2012,385340154,3/18/2012,9569,872.4,295.75,6025086.3,6003732.49,1663762.03
Europe,Sweden,FGIPCAOVI,Offline,H,6/3/2012,679039466,7/5/2012,1723,872.4,295.75,344607.2,839529.66,299578.01
Europe,San Marino,YVOW ABYK,Offline,L,2/15/2011,587799727,3/27/2011,1856,194.89,609.6,398508.42,541546.29,419384.65
Europe,Georgia,KYUTZQ,Offline,L,1/22/2017,341398274,3/7/2017,6191,292.81,88.89,885629.83,603251.04,895357.56
Europe,Greece,SMSUAK,Offline,H,6/14/2015,516994559,6/20/2015,9034,7.6,2.21,32340.87,93532.56,17847.21
Europe,Slovenia,BKXKLU DDPSOJWD,Online,H,4/9/2010,483981502,5/4/2010,9736,458.83,555.36,9957941.18,2091861.64,8550551.0
Europe,Slovakia,FGIPCAOVI,Online,H,5/30/2015,549187934,7/17/2015,5769,872.4,295.75,7156604.1,7582671.88,1003056.03
Europe,Macedonia,JTSBQPV,Online,M,4/22/2015,989403665,5/25/2015,5386,400.68,75.97,588582.08,508164.51,785616.08
Europe,Lithuania,FDKLCUGLN,Online,H,1/25/2012,516635358,2/26/2012,2738,989.45,840.03,6888681.55,4734297.4,120720.4
Europe,Belarus,JTSBQPV,Offline,M,6/8/2015,173122918,7/25/2015,9773,400.68,75.97,4494440.02,173148.56,909805.67
Europe,Ireland,STBZQKASF,Online,C,7/14/2014,357482516,7/28/2014,5875,68.74,89.25,907622.28,971731.49,86614.5
Europe,Slovenia,SMSUAK,Online,L,1/18/2010,756252324,2/9/2010,723,7.6,2.21,3740.03,8822.14,1364.03
Europe,Monaco,JTSBQPV,Offline,H,11/16/2016,926763570,11/25/2016,8790,400.68,75.97,146880.4,225782.1,258432.1
Europe,Croatia,FDKLCUGLN,Online,M,10/28/2013,107651269,11/11/2013,5258,989.45,840.03,6494840.9,6189981.81,215667.88
Europe,Andorra,STBZQKASF,Online,H,8/19/2010,425547969,9/11/2010,7955,68.74,89.25,641958.85,805126.11,663458.5
Europe,Estonia,JTSBQPV,Offline,L,1/24/2016,264928710,1/27/2016,7147,400.68,75.97,420398.19,341879.05,343583.01
Europe,Andorra,STBZQKASF,Offline,L,1/13/2010,861180341,2/20/2010,1255,68.74,89.25,31549.61,48482.23,77681.7
Europe,Ireland,STBZQKASF,Offline,M,6/10/2011,580569350,7/3/2011,2227,68.74,89.25,460985.87,32988.8,62030.31
Europe,Serbia,ZNVGEIJCUP,Offline,M,2/25/2013,559417665,2/28/2013,2973,154.06,74.0,225975.61,563468.52,615605.72
Europe,Liechtenstein,FDKLCUGLN,Online,C,8/21/2015,184976994,9/21/2015,7658,989.45,840.03,9154502.92,2706122.84,2547725.2
Europe,Cyprus,STBZQKASF,Online,M,12/8/2013,874349772,1/4/2014,8383,68.74,89.25,615734.09,210245.65,789796.22
Europe,Andorra,FDKLCUGLN,Online,H,11/15/2016,713009965,12/16/2016,4348,989.45,840.03,9622994.27,4879838.09,720594.04
Europe,Andorra,YVOW ABYK,Online,M,10/24/2016,569941365,11/26/2016,7170,194.89,609.6,6975564.0,1284003.3,993467.6
Europe,Malta,FDKLCUGLN,Online,H,9/9/2010,845067346,9/13/2010,3062,989.45,840.03,5590327.36,1446847.96,337984.05
Europe,Czech Republic,SMSUAK,Offline,M,11/24/2014,774926936,11/27/2014,6956,7.6,2.21,96834.27,45929.11,68865.43
Europe,Hungary,YVOW ABYK,Online,H,5/6/2011,217920958,6/25/2011,6509,194.89,609.6,1779278.4,4611486.2,131657.79
Europe,Lithuania,JTSBQPV,Online,C,2/6/2013,523836123,3/22/2013,3605,400.68,75.97,361336.5,419429.1,311328.8
Europe,Ukraine,ZNVGEIJCUP,Online,C,11/6/2011,446019017,11/25/2011,5794,154.06,74.0,218870.24,947359.08,158454.21
Europe,Luxembourg,JTSBQPV,Online,H,5/14/2011,475992381,5/26/2011,5578,400.68,75.97,359956.33,104456.5,441415.62
Europe,Serbia,BKXKLU DDPSOJWD,Offline,C,3/1/2017,410514724,4/10/2017,9284,458.83,555.36,5166607.19,7827767.46,7759224.0
Europe,Germany,WKDGNQJQ DOKJ,Offline,C,3/14/2010,938209950,3/16/2010,6028,51.61,54.89,876535.49,814768.73,664582.28
Europe,Ukraine,JTSBQPV,Offline,H,9/27/2016,747955071,10/25/2016,5382,400.68,75.97,610737.02,223603.39,395254.08
Europe,Andorra,JTSBQPV,Offline,L,5/14/2017,923160398,6/15/2017,2531,400.68,75.97,524588.07,90711.04,396969.56
Europe,Monaco,BKXKLU DDPSOJWD,Online,H,10/20/2012,754227149,11/24/2012,1429,458.83,555.36,930579.09,439139.46,352729.57
Europe,Norway,YVOW ABYK,Offline,L,2/24/2013,357943856,3/17/2013,2396,194.89,609.6,377964.16,568257.44,665805.66
Europe,Ireland,FGIPCAOVI,Online,M,1/28/2011,815917098,2/13/2011,6856,872.4,295.75,3002575.2,7584415.63,8379763.51
Europe,Monaco,JTSBQPV,Offline,L,1/2/2011,626011979,1/11/2011,9711,400.68,75.97,1061218.08,611423.95,415738.24
Europe,Bosnia and Herzegovina,YVOW ABYK,Online,M,4/1/2015,640295922,4/3/2015,6647,194.89,609.6,4430969.44,4676714.68,613880.31
Europe,Romania,KYUTZQ,Online,C,1/11/2010,653920686,1/18/2010,8517,292.81,88.89,2149195.18,381099.26,266914.68
Europe,Sweden,SMSUAK,Online,M,1/10/2017,994504153,1/13/2017,4734,7.6,2.21,40953.91,20188.31,76512.5
Europe,Czech Republic,NJDZ,Offline,M,5/9/2017,920011270,6/12/2017,634,829.4,620.06,290944.28,707143.02,56369.3
Europe,Bosnia and Herzegovina,ZNVGEIJCUP,Online,M,11/25/2013,523707807,12/16/2013,5633,154.06,74.0,594586.44,807848.01,868922.19
Europe,Belgium,SMSUAK,Online,L,10/17/2013,791692674,11/24/2013,8310,7.6,2.21,43840.9,36412.3,27124.3
Europe,Sweden,ZNVGEIJCUP,Online,C,1/7/2012,715863835,1/26/2012,8872,154.06,74.0,6764039.53,581309.87,415558.24
Europe,Albania,FGIPCAOVI,Offline,C,8/23/2010,694914710,9/25/2010,9560,872.4,295.75,5842245.0,2429789.0,1375464.9
Europe,Macedonia,YVOW ABYK,Online,M,11/21/2015,525472486,11/23/2015,7840,194.89,609.6,5383732.4,4095514.0,119853.5
Europe,Georgia,SMSUAK,Online,L,10/28/2012,496826493,12/11/2012,855,7.6,2.21,4671.16,9519.8,9857.81
Europe,Liechtenstein,BNBVXP,Online,L,1/1/2010,940682303,2/9/2010,7652,970.5,981.46,6062561.1,844196.45,960358.65
Europe,Norway,SMSUAK,Offline,C,10/6/2014,381774747,10/23/2014,4486,7.6,2.21,88847.48,24376.66,70235.75
Europe,Ireland,ZNVGEIJCUP,Online,H,12/2/2015,934718358,12/16/2015,2789,154.06,74.0,484979.71,712719.97,655091.82
Europe,Romania,NJDZ,Offline,C,3/23/2012,741690289,5/10/2012,1494,829.4,620.06,887173.47,722907.86,81968.7
Europe,Serbia,JTSBQPV,Offline,L,1/12/2010,393842971,1/31/2010,5742,400.68,75.97,818932.7,605070.76,842212.8
Europe,Ireland,FDKLCUGLN,Offline,H,5/21/2012,143414771,6/3/2012,8473,989.45,840.03,1407437.56,8592594.73,8164730.38
Europe,Portugal,KYUTZQ,Offline,C,6/26/2010,272361218,7/3/2010,6592,292.81,88.89,8546556.46,411366.7,344221.77
Europe,Lithuania,ZNVGEIJCUP,Online,M,5/1/2017,146349751,6/13/2017,6999,154.06,74.0,9924705.77,636419.07,554104.78
Europe,Georgia,NJDZ,Offline,C,2/22/2017,104190576,3/12/2017,1162,829.4,620.06,475253.25,670787.17,12261.3
Europe,Poland,BNBVXP,Online,C,11/6/2013,332268464,12/14/2013,4477,970.5,981.46,112258.0,131923.42,563604.91
Europe,Spain,NJDZ,Online,M,11/15/2013,459277713,12/4/2013,9336,829.4,620.06,3938765.04,4918198.78,869645.7
Europe,Romania,SMSUAK,Offline,L,7/24/2010,665786778,8/15/2010,9958,7.6,2.21,95741.1,96390.24,61779.57
Europe,Latvia,YVOW ABYK,Online,L,9/1/2010,917485272,10/3/2010,3136,194.89,609.6,800558.08,803733.44,599296.24
Europe,Ireland,WKDGNQJQ DOKJ,Offline,L,4/28/2012,547225844,5/30/2012,5143,51.61,54.89,562109.07,480289.76,997748.1
Europe,Switzerland,FDKLCUGLN,Offline,L,7/19/2015,869291770,8/21/2015,1607,989.45,840.03,9569137.8,798401.13,785561.54
Europe,Romania,JTSBQPV,Offline,L,1/12/2017,709276759,3/1/2017,9610,400.68,75.97,6681460.0,590190.6,596393.0
Europe,Albania,STBZQKASF,Online,C,10/9/2012,877062451,10/29/2012,1124,68.74,89.25,29847.9,90011.72,79216.92
Europe,Slovenia,YVOW ABYK,Online,L,10/28/2016,111893022,12/2/2016,486,194.89,609.6,124066.08,47595.06,58137.82
Europe,Slovakia,STBZQKASF,Online,M,10/29/2014,397874438,12/1/2014,8743,68.74,89.25,349947.02,559822.81,118987.46
Europe,Bulgaria,JTSBQPV,Offline,C,3/2/2010,520777547,4/15/2010,8504,400.68,75.97,297319.61,758278.89,594119.11
Europe,Vatican City,FDKLCUGLN,Online,C,6/27/2014,672856652,8/3/2014,2091,989.45,840.03,3902200.24,9273767.59,866384.91
Europe,Kosovo,BKXKLU DDPSOJWD,Online,L,5/15/2014,353383243,6/9/2014,2809,458.83,555.36,3812463.93,6233530.26,844561.76
Europe,Croatia,BKXKLU DDPSOJWD,Offline,L,11/21/2012,354667699,12/29/2012,2908,458.83,555.36,8173143.69,3573315.55,721358.0
Europe,Switzerland,KYUTZQ,Online,L,3/20/2012,214292466,4/13/2012,2758,292.81,88.89,185377.96,707813.92,309314.2
Europe,Portugal,FDKLCUGLN,Offline,H,2/18/2015,655287110,2/22/2015,2873,989.45,840.03,7779917.83,3447464.18,955450.75
Europe,Liechtenstein,YVOW ABYK,Online,H,1/18/2015,295787847,2/16/2015,9052,194.89,609.6,5989167.65,2576966.08,871615.08
Europe,Kosovo,YVOW ABYK,Offline,L,6/10/2012,263852393,6/29/2012,8641,194.89,609.6,5252123.54,4369268.44,264037.14
Europe,Russia,SMSUAK,Offline,H,3/24/2013,578666484,4/11/2013,9127,7.6,2.21,49693.27,21335.55,21996.07
Europe,Denmark,WKDGNQJQ DOKJ,Offline,C,6/18/2014,597839343,7/26/2014,2802,51.61,54.89,950183.82,633522.33,63554.04
Europe,Romania,FGIPCAOVI,Offline,M,12/12/2011,299335229,12/24/2011,8801,872.4,295.75,1765169.3,3905725.72,1255067.33
Europe,Vatican City,ZNVGEIJCUP,Offline,L,1/10/2016,700069701,1/21/2016,5037,154.06,74.0,847546.84,616555.19,530872.1
Europe,Ukraine,FDKLCUGLN,Online,H,7/28/2010,741866242,9/13/2010,3562,989.45,840.03,1373754.68,8233599.59,427121.0
Europe,Bulgaria,KYUTZQ,Offline,L,3/1/2010,211344611,3/23/2010,422,292.81,88.89,58349.2,32411.82,23269.08
Europe,San Marino,WKDGNQJQ DOKJ,Offline,H,9/29/2015,625751483,10/1/2015,2624,51.61,54.89,935500.11,148702.08,10006.98
Europe,Serbia,SMSUAK,Online,C,9/26/2015,665817677,10/10/2015,9102,7.6,2.21,76008.9,47391.99,91308.16
Europe,Russia,YVOW ABYK,Offline,L,9/20/2010,996754205,9/22/2010,574,194.89,609.6,402489.55,91507.08,24324.82
Europe,Germany,BNBVXP,Online,H,11/10/2014,734189975,11/29/2014,1984,970.5,981.46,173261.4,869439.69,365276.82
Europe,Belarus,STBZQKASF,Online,L,10/3/2010,935789954,11/18/2010,9898,68.74,89.25,226602.8,191229.97,500306.42
Europe,Germany,BNBVXP,Online,M,1/23/2011,104008615,2/22/2011,7315,970.5,981.46,4184900.2,630659.9,474991.84
Europe,Belarus,STBZQKASF,Online,H,3/24/2017,122967326,4/25/2017,7619,68.74,89.25,548892.56,242208.01,177067.7
Europe,Montenegro,BNBVXP,Offline,M,6/6/2010,305616748,7/1/2010,7642,970.5,981.46,1682735.6,274056.11,892071.85
Europe,Malta,BKXKLU DDPSOJWD,Offline,M,5/5/2011,243070638,5/22/2011,8858,458.83,555.36,3975082.55,8146263.47,5595358.8
Europe,Bulgaria,JTSBQPV,Offline,L,5/4/2010,505867040,6/12/2010,6153,400.68,75.97,988545.49,995086.58,948869.38
Europe,France,FGIPCAOVI,Online,C,3/20/2014,637188422,4/29/2014,7069,872.4,295.75,5102139.6,5662790.31,1229087.03
Europe,San Marino,BNBVXP,Online,H,10/22/2016,518421494,10/22/2016,1296,970.5,981.46,127266.1,292147.4,467337.21
Europe,United Kingdom,SMSUAK,Offline,M,3/27/2013,104245078,4/21/2013,7290,7.6,2.21,76416.2,72850.2,51169.3
Europe,Spain,ZNVGEIJCUP,Online,C,12/16/2010,386319911,1/2/2011,9501,154.06,74.0,1463724.06,413485.11,433604.47
Europe,Cyprus,YVOW ABYK,Online,M,3/17/2016,740300261,4/23/2016,153,194.89,609.6,44733.82,50716.09,44513.89
Europe,Macedonia,BKXKLU DDPSOJWD,Offline,C,7/17/2017,747826755,7/22/2017,7410,458.83,555.36,9640540.7,9132864.9,337137.1
Europe,Romania,WKDGNQJQ DOKJ,Offline,M,12/21/2012,215540015,12/24/2012,1935,51.61,54.89,192290.45,629155.13,11841.1
Europe,Kosovo,ZNVGEIJCUP,Offline,C,7/23/2017,975080668,8/20/2017,6893,154.06,74.0,6441449.01,131709.39,435155.09
Europe,Bosnia and Herzegovina,YVOW ABYK,Online,L,10/9/2012,638041150,11/28/2012,9410,194.89,609.6,1667870.2,3121500.3,700637.5
Europe,Greece,FGIPCAOVI,Online,C,5/22/2010,583089339,6/26/2010,7948,872.4,295.75,9609927.7,3196360.67,7064391.97
Europe,Norway,KYUTZQ,Online,M,2/19/2016,118086564,3/13/2016,3293,292.81,88.89,329758.78,320404.83,181576.02
Europe,Malta,YVOW ABYK,Offline,C,4/27/2015,296073234,6/4/2015,3504,194.89,609.6,401171.35,576708.13,311167.58
Europe,Poland,KYUTZQ,Online,M,1/9/2013,968185460,2/3/2013,6448,292.81,88.89,536230.37,217635.64,726200.91
Europe,Kosovo,YVOW ABYK,Offline,M,9/13/2012,364854514,10/3/2012,7413,194.89,609.6,9906010.83,2059723.64,609637.57
Europe,Luxembourg,FGIPCAOVI,Online,C,9/6/2013,980961358,10/8/2013,7120,872.4,295.75,1222652.0,1336901.6,4132658.5
Europe,France,SMSUAK,Offline,C,4/9/2014,601886260,5/27/2014,374,7.6,2.21,4032.8,2588.08,489.66
Europe,Poland,FDKLCUGLN,Online,L,4/27/2011,321628463,5/14/2011,5864,989.45,840.03,4267968.44,9368124.71,959406.7
Europe,Portugal,NJDZ,Online,L,1/30/2014,944609057,3/16/2014,9666,829.4,620.06,2868044.87,8741174.51,885392.6
Europe,Malta,FGIPCAOVI,Offline,H,12/14/2012,310588920,1/6/2013,9018,872.4,295.75,2650486.1,3535487.86,8278736.16
Europe,Armenia,NJDZ,Offline,M,6/2/2015,251208674,7/19/2015,7084,829.4,620.06,8732928.79,1576889.12,692967.8
Europe,Greece,SMSUAK,Online,L,10/31/2015,488316380,11/18/2015,2523,7.6,2.21,27931.4,45661.4,1499.66
Europe,Vatican City,JTSBQPV,Online,M,3/23/2012,263647687,3/30/2012,8064,400.68,75.97,616183.58,408535.58,361507.09
Europe,Switzerland,WKDGNQJQ DOKJ,Offline,H,4/19/2014,653800523,4/23/2014,2958,51.61,54.89,218381.02,622971.95,15539.47
Europe,Sweden,FGIPCAOVI,Online,L,8/24/2013,684239947,8/31/2013,661,872.4,295.75,916926.8,964588.02,114928.07
Europe,Vatican City,WKDGNQJQ DOKJ,Online,H,1/27/2016,133276450,3/15/2016,8318,51.61,54.89,226910.78,471381.06,208449.08
Europe,Moldova ,WKDGNQJQ DOKJ,Offline,L,2/17/2014,838895261,2/19/2014,6605,51.61,54.89,185021.82,955850.22,201317.0
Europe,Denmark,NJDZ,Online,C,11/26/2011,198537814,12/19/2011,606,829.4,620.06,901026.35,331539.41,59825.3
Europe,Slovenia,NJDZ,Online,M,10/10/2015,885397469,11/18/2015,7642,829.4,620.06,8066823.3,7000382.62,664550.9
Europe,Hungary,WKDGNQJQ DOKJ,Offline,H,10/16/2014,302744853,11/2/2014,7785,51.61,54.89,636268.05,423149.51,561380.5
Europe,Greece,BKXKLU DDPSOJWD,Online,L,3/11/2014,975823962,4/8/2014,6850,458.83,555.36,2159023.2,7942234.0,246328.7
Europe,Denmark,FGIPCAOVI,Offline,M,12/27/2013,860104024,12/30/2013,2749,872.4,295.75,2902399.8,451650.02,644726.02
Europe,Montenegro,FGIPCAOVI,Offline,M,11/16/2012,378714883,12/16/2012,9005,872.4,295.75,6248027.0,4227734.3,2284429.36
Europe,France,WKDGNQJQ DOKJ,Offline,C,3/13/2017,131585586,4/13/2017,7954,51.61,54.89,393846.0,372169.72,528201.56
Europe,Greece,WKDGNQJQ DOKJ,Online,L,9/11/2011,588528859,10/12/2011,7623,51.61,54.89,632106.06,573653.49,859604.62
Europe,Macedonia,NJDZ,Online,L,2/12/2017,796418511,3/23/2017,6791,829.4,620.06,1789520.21,3273385.66,502657.0
Europe,Kosovo,FGIPCAOVI,Online,M,6/3/2011,526018369,6/21/2011,9379,872.4,295.75,5948840.1,2469772.07,1973067.29
Europe,Montenegro,STBZQKASF,Offline,C,4/27/2017,122144210,5/24/2017,4041,68.74,89.25,166866.35,562619.12,63282.06
Europe,Belarus,BKXKLU DDPSOJWD,Offline,H,7/6/2016,644592607,7/31/2016,8131,458.83,555.36,4549304.95,9359996.74,9649781.94
Europe,Moldova ,SMSUAK,Online,H,11/3/2014,598404109,11/18/2014,9929,7.6,2.21,98249.61,89526.32,45515.81
Europe,Czech Republic,WKDGNQJQ DOKJ,Online,C,4/22/2012,577530944,5/15/2012,3095,51.61,54.89,263995.29,845531.93,25707.3
Europe,Finland,SMSUAK,Offline,H,1/12/2016,182078921,2/14/2016,54,7.6,2.21,475.84,234.87,428.58
Europe,Serbia,YVOW ABYK,Online,H,3/22/2014,302015721,4/17/2014,2018,194.89,609.6,515155.04,776975.21,288420.98
Europe,Latvia,JTSBQPV,Offline,M,9/28/2014,233709084,10/16/2014,8566,400.68,75.97,102971.41,295366.26,629087.04
Europe,Estonia,NJDZ,Offline,M,8/25/2010,966800153,9/10/2010,6505,829.4,620.06,9357351.35,8543717.09,455493.0
Europe,Bulgaria,JTSBQPV,Online,H,4/24/2014,380498874,5/13/2014,6927,400.68,75.97,692512.61,761477.14,452754.52
