Original,Replacement,SourceFile,ColumnName,Type
991687.48,514050.04,Europe Sales Records.csv,Total Cost,numeric
65006.48,91749.05,Europe Sales Records.csv,Total Cost,numeric
1015109.48,3642295.75,Europe Sales Records.csv,Total Cost,numeric
301524,183845.0,Europe Sales Records.csv,Total Cost,numeric
244927.74,343567.82,Europe Sales Records.csv,Total Cost,numeric
1931763.76,8313888.47,Europe Sales Records.csv,Total Cost,numeric
135031.05,196954.59,Europe Sales Records.csv,Total Cost,numeric
365351.49,657823.35,Europe Sales Records.csv,Total Cost,numeric
1826456.88,6723397.87,Europe Sales Records.csv,Total Cost,numeric
396818.52,151373.91,Europe Sales Records.csv,Total Cost,numeric
245111.23,783965.13,Europe Sales Records.csv,Total Cost,numeric
163337.02,971335.06,Europe Sales Records.csv,Total Cost,numeric
1108715.52,6900534.29,Europe Sales Records.csv,Total Cost,numeric
2319147.31,7666154.61,Europe Sales Records.csv,Total Cost,numeric
231145.09,658274.61,Europe Sales Records.csv,Total Cost,numeric
59673.51,66747.8,Europe Sales Records.csv,Total Cost,numeric
82590.42,16591.67,Europe Sales Records.csv,Total Cost,numeric
1336926.41,3215445.31,Europe Sales Records.csv,Total Cost,numeric
1180969,2835684.0,Europe Sales Records.csv,Total Cost,numeric
988804.15,243151.19,Europe Sales Records.csv,Total Cost,numeric
185086.62,323657.29,Europe Sales Records.csv,Total Cost,numeric
164456.34,444193.17,Europe Sales Records.csv,Total Cost,numeric
1311867.18,6436833.04,Europe Sales Records.csv,Total Cost,numeric
2358420.22,7876133.05,Europe Sales Records.csv,Total Cost,numeric
191317.92,353873.0,Europe Sales Records.csv,Total Cost,numeric
50834.32,87083.43,Europe Sales Records.csv,Total Cost,numeric
1128055.92,2530735.41,Europe Sales Records.csv,Total Cost,numeric
979859.37,286692.73,Europe Sales Records.csv,Total Cost,numeric
780724.98,234789.97,Europe Sales Records.csv,Total Cost,numeric
1941814.56,4287110.19,Europe Sales Records.csv,Total Cost,numeric
105984.55,845339.5,Europe Sales Records.csv,Total Cost,numeric
1165244.5,2694264.3,Europe Sales Records.csv,Total Cost,numeric
758042.1,453853.6,Europe Sales Records.csv,Total Cost,numeric
2982822.72,8060062.91,Europe Sales Records.csv,Total Cost,numeric
1232794.86,4176792.15,Europe Sales Records.csv,Total Cost,numeric
318892.63,519086.14,Europe Sales Records.csv,Total Cost,numeric
1681585.59,4781054.1,Europe Sales Records.csv,Total Cost,numeric
1299591.84,9956994.58,Europe Sales Records.csv,Total Cost,numeric
213491.04,979641.05,Europe Sales Records.csv,Total Cost,numeric
534607.15,582399.3,Europe Sales Records.csv,Total Cost,numeric
19640.32,86841.43,Europe Sales Records.csv,Total Cost,numeric
1972078.37,1902719.67,Europe Sales Records.csv,Total Cost,numeric
2447434.59,4221467.05,Europe Sales Records.csv,Total Cost,numeric
3540330.24,9688929.01,Europe Sales Records.csv,Total Cost,numeric
589901.76,757327.38,Europe Sales Records.csv,Total Cost,numeric
471999.36,531891.35,Europe Sales Records.csv,Total Cost,numeric
1084907.04,1409012.58,Europe Sales Records.csv,Total Cost,numeric
1092611.24,5343875.69,Europe Sales Records.csv,Total Cost,numeric
203898.18,398041.45,Europe Sales Records.csv,Total Cost,numeric
40080.64,49204.17,Europe Sales Records.csv,Total Cost,numeric
2329247.52,7247871.88,Europe Sales Records.csv,Total Cost,numeric
21394.67,31388.01,Europe Sales Records.csv,Total Cost,numeric
436173.12,124140.35,Europe Sales Records.csv,Total Cost,numeric
1158983.4,6153683.7,Europe Sales Records.csv,Total Cost,numeric
214660.32,378946.31,Europe Sales Records.csv,Total Cost,numeric
121846.2,618778.4,Europe Sales Records.csv,Total Cost,numeric
207724.26,261621.73,Europe Sales Records.csv,Total Cost,numeric
19389.84,31520.12,Europe Sales Records.csv,Total Cost,numeric
825391.28,283896.48,Europe Sales Records.csv,Total Cost,numeric
3601313.75,4840042.23,Europe Sales Records.csv,Total Cost,numeric
777727.51,740146.18,Europe Sales Records.csv,Total Cost,numeric
1540285.1,2242515.0,Europe Sales Records.csv,Total Cost,numeric
156533.96,466152.09,Europe Sales Records.csv,Total Cost,numeric
545469.12,947815.88,Europe Sales Records.csv,Total Cost,numeric
194001.92,832500.34,Europe Sales Records.csv,Total Cost,numeric
276003.84,602678.32,Europe Sales Records.csv,Total Cost,numeric
315452.17,366125.87,Europe Sales Records.csv,Total Cost,numeric
4007019.68,9798206.2,Europe Sales Records.csv,Total Cost,numeric
79636.48,54343.17,Europe Sales Records.csv,Total Cost,numeric
338329.6,815349.3,Europe Sales Records.csv,Total Cost,numeric
2844758.24,6475377.95,Europe Sales Records.csv,Total Cost,numeric
98202.72,42296.57,Europe Sales Records.csv,Total Cost,numeric
545448.75,963816.01,Europe Sales Records.csv,Total Cost,numeric
2697611.93,5124888.18,Europe Sales Records.csv,Total Cost,numeric
1042925.64,9777856.73,Europe Sales Records.csv,Total Cost,numeric
4708799.8,7610804.1,Europe Sales Records.csv,Total Cost,numeric
239711.58,641267.53,Europe Sales Records.csv,Total Cost,numeric
296918.6,857913.9,Europe Sales Records.csv,Total Cost,numeric
54232.04,53641.07,Europe Sales Records.csv,Total Cost,numeric
962707.2,609860.5,Europe Sales Records.csv,Total Cost,numeric
44364.12,68917.07,Europe Sales Records.csv,Total Cost,numeric
1322730.63,4680925.65,Europe Sales Records.csv,Total Cost,numeric
2781056.36,2468237.14,Europe Sales Records.csv,Total Cost,numeric
630754.46,872079.64,Europe Sales Records.csv,Total Cost,numeric
276096.15,990125.23,Europe Sales Records.csv,Total Cost,numeric
35935.56,34016.42,Europe Sales Records.csv,Total Cost,numeric
661221.63,729380.6,Europe Sales Records.csv,Total Cost,numeric
875572.25,170368.95,Europe Sales Records.csv,Total Cost,numeric
289511.53,475831.38,Europe Sales Records.csv,Total Cost,numeric
297652.32,654043.92,Europe Sales Records.csv,Total Cost,numeric
245347.38,545134.77,Europe Sales Records.csv,Total Cost,numeric
864215.82,711883.79,Europe Sales Records.csv,Total Cost,numeric
784460.07,628337.35,Europe Sales Records.csv,Total Cost,numeric
324949.22,833958.49,Europe Sales Records.csv,Total Cost,numeric
47145.96,17662.93,Europe Sales Records.csv,Total Cost,numeric
252380.81,301985.73,Europe Sales Records.csv,Total Cost,numeric
887988.18,464096.84,Europe Sales Records.csv,Total Cost,numeric
678246.87,459805.44,Europe Sales Records.csv,Total Cost,numeric
3669547.08,2101475.26,Europe Sales Records.csv,Total Cost,numeric
176357.04,623855.28,Europe Sales Records.csv,Total Cost,numeric
4240935.06,4248075.7,Europe Sales Records.csv,Total Cost,numeric
391806.24,615877.72,Europe Sales Records.csv,Total Cost,numeric
50959.37,40563.23,Europe Sales Records.csv,Total Cost,numeric
117089.28,767259.48,Europe Sales Records.csv,Total Cost,numeric
224573.44,774365.26,Europe Sales Records.csv,Total Cost,numeric
1769475.88,2097073.22,Europe Sales Records.csv,Total Cost,numeric
462833.7,740652.5,Europe Sales Records.csv,Total Cost,numeric
387713.76,489209.69,Europe Sales Records.csv,Total Cost,numeric
107671.2,715556.4,Europe Sales Records.csv,Total Cost,numeric
322315.92,395562.88,Europe Sales Records.csv,Total Cost,numeric
12283,21050.0,Europe Sales Records.csv,Total Cost,numeric
1815062.13,8502491.71,Europe Sales Records.csv,Total Cost,numeric
136188.36,487563.94,Europe Sales Records.csv,Total Cost,numeric
3419698.13,1274630.69,Europe Sales Records.csv,Total Cost,numeric
494672.43,821465.04,Europe Sales Records.csv,Total Cost,numeric
1185359.68,4436327.26,Europe Sales Records.csv,Total Cost,numeric
787916.08,225720.28,Europe Sales Records.csv,Total Cost,numeric
20815.36,77170.88,Europe Sales Records.csv,Total Cost,numeric
103523.24,424991.89,Europe Sales Records.csv,Total Cost,numeric
255467.52,300489.57,Europe Sales Records.csv,Total Cost,numeric
2426365.12,5669206.51,Europe Sales Records.csv,Total Cost,numeric
557551.68,534796.7,Europe Sales Records.csv,Total Cost,numeric
1585379.2,1050718.1,Europe Sales Records.csv,Total Cost,numeric
106767.36,323622.93,Europe Sales Records.csv,Total Cost,numeric
2950412.34,6983710.24,Europe Sales Records.csv,Total Cost,numeric
1763276.15,7854058.84,Europe Sales Records.csv,Total Cost,numeric
81177.6,83349.3,Europe Sales Records.csv,Total Cost,numeric
216067.95,443325.56,Europe Sales Records.csv,Total Cost,numeric
2692519.84,1598927.26,Europe Sales Records.csv,Total Cost,numeric
1600519.74,2115566.61,Europe Sales Records.csv,Total Cost,numeric
21237.48,62405.4,Europe Sales Records.csv,Total Cost,numeric
293380.59,593692.99,Europe Sales Records.csv,Total Cost,numeric
10082.44,58589.56,Europe Sales Records.csv,Total Cost,numeric
193217.04,408153.86,Europe Sales Records.csv,Total Cost,numeric
9369.68,3984.89,Europe Sales Records.csv,Total Cost,numeric
1335780.18,1137184.92,Europe Sales Records.csv,Total Cost,numeric
812914.2,483844.3,Europe Sales Records.csv,Total Cost,numeric
2124513.12,3956253.43,Europe Sales Records.csv,Total Cost,numeric
3522302.86,2741969.0,Europe Sales Records.csv,Total Cost,numeric
354636.8,547531.9,Europe Sales Records.csv,Total Cost,numeric
82094.11,49195.87,Europe Sales Records.csv,Total Cost,numeric
545093.1,821946.4,Europe Sales Records.csv,Total Cost,numeric
24496.8,54824.1,Europe Sales Records.csv,Total Cost,numeric
2431791.06,8130732.0,Europe Sales Records.csv,Total Cost,numeric
255422.37,496680.63,Europe Sales Records.csv,Total Cost,numeric
494508,373027.0,Europe Sales Records.csv,Total Cost,numeric
524013.54,152594.9,Europe Sales Records.csv,Total Cost,numeric
10077.43,76894.88,Europe Sales Records.csv,Total Cost,numeric
292904.64,131187.85,Europe Sales Records.csv,Total Cost,numeric
55982.08,26432.9,Europe Sales Records.csv,Total Cost,numeric
58956.8,27897.1,Europe Sales Records.csv,Total Cost,numeric
4681593.28,4062977.13,Europe Sales Records.csv,Total Cost,numeric
49115.55,48732.58,Europe Sales Records.csv,Total Cost,numeric
17458.56,51460.46,Europe Sales Records.csv,Total Cost,numeric
182633.55,276963.97,Europe Sales Records.csv,Total Cost,numeric
307051.94,236434.2,Europe Sales Records.csv,Total Cost,numeric
103463.58,456216.95,Europe Sales Records.csv,Total Cost,numeric
188165.01,233202.95,Europe Sales Records.csv,Total Cost,numeric
367902.78,766296.8,Europe Sales Records.csv,Total Cost,numeric
2007364.59,7667535.03,Europe Sales Records.csv,Total Cost,numeric
16662.24,76825.94,Europe Sales Records.csv,Total Cost,numeric
3300423.52,1527714.09,Europe Sales Records.csv,Total Cost,numeric
364902.09,379721.91,Europe Sales Records.csv,Total Cost,numeric
808410.33,195787.07,Europe Sales Records.csv,Total Cost,numeric
939321.6,540125.7,Europe Sales Records.csv,Total Cost,numeric
99629.86,98515.98,Europe Sales Records.csv,Total Cost,numeric
474435.36,331145.25,Europe Sales Records.csv,Total Cost,numeric
272979.2,128753.8,Europe Sales Records.csv,Total Cost,numeric
336895.65,490187.31,Europe Sales Records.csv,Total Cost,numeric
56155.8,80548.6,Europe Sales Records.csv,Total Cost,numeric
329226.24,118890.57,Europe Sales Records.csv,Total Cost,numeric
2360638.37,7732917.55,Europe Sales Records.csv,Total Cost,numeric
2377543.84,4646426.3,Europe Sales Records.csv,Total Cost,numeric
4596230.84,3492682.23,Europe Sales Records.csv,Total Cost,numeric
324459.52,977839.23,Europe Sales Records.csv,Total Cost,numeric
761837.41,495522.49,Europe Sales Records.csv,Total Cost,numeric
2326722.2,4745715.6,Europe Sales Records.csv,Total Cost,numeric
1044519.84,6657363.79,Europe Sales Records.csv,Total Cost,numeric
3042243.98,8217716.79,Europe Sales Records.csv,Total Cost,numeric
191714.61,520225.92,Europe Sales Records.csv,Total Cost,numeric
2415865.92,9174377.51,Europe Sales Records.csv,Total Cost,numeric
303797.13,494709.33,Europe Sales Records.csv,Total Cost,numeric
734350.68,106820.25,Europe Sales Records.csv,Total Cost,numeric
282770.88,638619.3,Europe Sales Records.csv,Total Cost,numeric
3411.56,1210.11,Europe Sales Records.csv,Total Cost,numeric
381465.74,166888.6,Europe Sales Records.csv,Total Cost,numeric
2463978.81,7922202.67,Europe Sales Records.csv,Total Cost,numeric
25432,61676.0,Europe Sales Records.csv,Total Cost,numeric
154183.68,941886.78,Europe Sales Records.csv,Total Cost,numeric
244550.28,696477.23,Europe Sales Records.csv,Total Cost,numeric
525870.01,205934.61,Europe Sales Records.csv,Total Cost,numeric
394423.2,829187.1,Europe Sales Records.csv,Total Cost,numeric
105441.28,312094.59,Europe Sales Records.csv,Total Cost,numeric
51007.32,54363.67,Europe Sales Records.csv,Total Cost,numeric
66401.37,78457.65,Europe Sales Records.csv,Total Cost,numeric
777331.92,986824.21,Europe Sales Records.csv,Total Cost,numeric
307695.41,737770.98,Europe Sales Records.csv,Total Cost,numeric
239156.17,262300.82,Europe Sales Records.csv,Total Cost,numeric
56745.15,13986.65,Europe Sales Records.csv,Total Cost,numeric
184254.84,201841.79,Europe Sales Records.csv,Total Cost,numeric
46771.2,31531.1,Europe Sales Records.csv,Total Cost,numeric
294661.51,453719.28,Europe Sales Records.csv,Total Cost,numeric
3872104.96,3796647.9,Europe Sales Records.csv,Total Cost,numeric
3082580.36,8732872.15,Europe Sales Records.csv,Total Cost,numeric
520905.28,374065.41,Europe Sales Records.csv,Total Cost,numeric
503661.27,994775.03,Europe Sales Records.csv,Total Cost,numeric
78394.14,37284.26,Europe Sales Records.csv,Total Cost,numeric
341796.48,386214.96,Europe Sales Records.csv,Total Cost,numeric
250424.73,360204.56,Europe Sales Records.csv,Total Cost,numeric
44882.64,12841.48,Europe Sales Records.csv,Total Cost,numeric
3843757.12,3895628.06,Europe Sales Records.csv,Total Cost,numeric
830372.76,549199.39,Europe Sales Records.csv,Total Cost,numeric
1029971.52,5457654.26,Europe Sales Records.csv,Total Cost,numeric
2007447.04,3029776.48,Europe Sales Records.csv,Total Cost,numeric
3346620,8204836.0,Europe Sales Records.csv,Total Cost,numeric
28233.6,95340.6,Europe Sales Records.csv,Total Cost,numeric
238945.28,640390.79,Europe Sales Records.csv,Total Cost,numeric
224112,166105.0,Europe Sales Records.csv,Total Cost,numeric
1099402.75,4796389.92,Europe Sales Records.csv,Total Cost,numeric
3897700.24,7396131.5,Europe Sales Records.csv,Total Cost,numeric
48495.36,20616.4,Europe Sales Records.csv,Total Cost,numeric
275972.55,144008.04,Europe Sales Records.csv,Total Cost,numeric
108181.37,456070.58,Europe Sales Records.csv,Total Cost,numeric
1065882.12,9447237.93,Europe Sales Records.csv,Total Cost,numeric
795024.2,603592.5,Europe Sales Records.csv,Total Cost,numeric
562423.68,189885.74,Europe Sales Records.csv,Total Cost,numeric
1134963.52,4807838.23,Europe Sales Records.csv,Total Cost,numeric
502096.2,715304.4,Europe Sales Records.csv,Total Cost,numeric
289243.68,874625.79,Europe Sales Records.csv,Total Cost,numeric
671625.85,304676.59,Europe Sales Records.csv,Total Cost,numeric
1426316.32,2804755.1,Europe Sales Records.csv,Total Cost,numeric
918578.04,143191.72,Europe Sales Records.csv,Total Cost,numeric
221096.96,162299.74,Europe Sales Records.csv,Total Cost,numeric
213594.57,872734.85,Europe Sales Records.csv,Total Cost,numeric
1030613.94,6134328.46,Europe Sales Records.csv,Total Cost,numeric
685184.66,698708.33,Europe Sales Records.csv,Total Cost,numeric
2432115.88,9354335.25,Europe Sales Records.csv,Total Cost,numeric
21472.76,60235.83,Europe Sales Records.csv,Total Cost,numeric
684459.48,999487.02,Europe Sales Records.csv,Total Cost,numeric
270971.4,450470.9,Europe Sales Records.csv,Total Cost,numeric
42004.48,73637.69,Europe Sales Records.csv,Total Cost,numeric
203297.05,670202.52,Europe Sales Records.csv,Total Cost,numeric
279278.72,792447.42,Europe Sales Records.csv,Total Cost,numeric
3856881.12,9575029.14,Europe Sales Records.csv,Total Cost,numeric
175902.72,609418.13,Europe Sales Records.csv,Total Cost,numeric
865072.32,480344.34,Europe Sales Records.csv,Total Cost,numeric
2296700,7686525.0,Europe Sales Records.csv,Total Cost,numeric
2560441.3,1832913.8,Europe Sales Records.csv,Total Cost,numeric
456116.64,945106.33,Europe Sales Records.csv,Total Cost,numeric
1438765.5,4292138.8,Europe Sales Records.csv,Total Cost,numeric
479599.68,735785.13,Europe Sales Records.csv,Total Cost,numeric
938444.64,199058.95,Europe Sales Records.csv,Total Cost,numeric
3319773.07,4099514.42,Europe Sales Records.csv,Total Cost,numeric
539669.55,957153.3,Europe Sales Records.csv,Total Cost,numeric
84797.44,28953.11,Europe Sales Records.csv,Total Cost,numeric
465470.67,715981.61,Europe Sales Records.csv,Total Cost,numeric
1036072.17,2446912.41,Europe Sales Records.csv,Total Cost,numeric
837647.16,983903.58,Europe Sales Records.csv,Total Cost,numeric
703091.1,489476.4,Europe Sales Records.csv,Total Cost,numeric
705889.59,165127.39,Europe Sales Records.csv,Total Cost,numeric
969710.71,173301.96,Europe Sales Records.csv,Total Cost,numeric
5556.76,6516.66,Europe Sales Records.csv,Total Cost,numeric
113850.03,486419.47,Europe Sales Records.csv,Total Cost,numeric
477808.8,444752.0,Europe Sales Records.csv,Total Cost,numeric
10539.16,43753.65,Europe Sales Records.csv,Total Cost,numeric
599550.36,258692.0,Europe Sales Records.csv,Total Cost,numeric
901752.81,181286.7,Europe Sales Records.csv,Total Cost,numeric
2662966.38,2951201.32,Europe Sales Records.csv,Total Cost,numeric
2575367.4,9519850.1,Europe Sales Records.csv,Total Cost,numeric
12006.2,57339.3,Europe Sales Records.csv,Total Cost,numeric
143760.33,285114.23,Europe Sales Records.csv,Total Cost,numeric
1202075.68,5924164.59,Europe Sales Records.csv,Total Cost,numeric
1390909.06,9717374.03,Europe Sales Records.csv,Total Cost,numeric
358490.27,731003.69,Europe Sales Records.csv,Total Cost,numeric
13600.8,69633.9,Europe Sales Records.csv,Total Cost,numeric
210195.48,280155.02,Europe Sales Records.csv,Total Cost,numeric
1907641.84,7355876.23,Europe Sales Records.csv,Total Cost,numeric
361441.26,201160.88,Europe Sales Records.csv,Total Cost,numeric
314049.12,219600.96,Europe Sales Records.csv,Total Cost,numeric
653889.17,166410.02,Europe Sales Records.csv,Total Cost,numeric
198485.28,379992.81,Europe Sales Records.csv,Total Cost,numeric
325909.17,881684.92,Europe Sales Records.csv,Total Cost,numeric
933015.37,870271.93,Europe Sales Records.csv,Total Cost,numeric
563356.47,936893.3,Europe Sales Records.csv,Total Cost,numeric
2495208.98,3954301.2,Europe Sales Records.csv,Total Cost,numeric
157583.03,714383.97,Europe Sales Records.csv,Total Cost,numeric
209622.33,454480.06,Europe Sales Records.csv,Total Cost,numeric
520076.75,249480.84,Europe Sales Records.csv,Total Cost,numeric
189818.09,533497.45,Europe Sales Records.csv,Total Cost,numeric
194826.24,478012.25,Europe Sales Records.csv,Total Cost,numeric
4096203.54,7449329.65,Europe Sales Records.csv,Total Cost,numeric
187751.74,152058.58,Europe Sales Records.csv,Total Cost,numeric
68287.35,94042.11,Europe Sales Records.csv,Total Cost,numeric
3279576.04,6983530.56,Europe Sales Records.csv,Total Cost,numeric
715424.99,311211.69,Europe Sales Records.csv,Total Cost,numeric
2277801.44,8396343.65,Europe Sales Records.csv,Total Cost,numeric
218236.17,792965.44,Europe Sales Records.csv,Total Cost,numeric
86016,32340.0,Europe Sales Records.csv,Total Cost,numeric
141093.12,293934.06,Europe Sales Records.csv,Total Cost,numeric
38447.52,96840.35,Europe Sales Records.csv,Total Cost,numeric
3502533.12,2960321.23,Europe Sales Records.csv,Total Cost,numeric
1187091.64,9323346.66,Europe Sales Records.csv,Total Cost,numeric
391929.72,453095.93,Europe Sales Records.csv,Total Cost,numeric
1281577.38,7044802.62,Europe Sales Records.csv,Total Cost,numeric
128050.12,507117.86,Europe Sales Records.csv,Total Cost,numeric
367504.95,828487.81,Europe Sales Records.csv,Total Cost,numeric
607918.01,757807.46,Europe Sales Records.csv,Total Cost,numeric
26005.98,35994.68,Europe Sales Records.csv,Total Cost,numeric
175508.48,868565.15,Europe Sales Records.csv,Total Cost,numeric
2172.88,2073.63,Europe Sales Records.csv,Total Cost,numeric
69906.21,74802.94,Europe Sales Records.csv,Total Cost,numeric
9183.93,1871.1,Europe Sales Records.csv,Total Cost,numeric
415844.46,324313.16,Europe Sales Records.csv,Total Cost,numeric
734896.26,256540.09,Europe Sales Records.csv,Total Cost,numeric
471097.37,384093.06,Europe Sales Records.csv,Total Cost,numeric
461973.84,229829.61,Europe Sales Records.csv,Total Cost,numeric
349710.57,841070.23,Europe Sales Records.csv,Total Cost,numeric
2398017.28,8695142.24,Europe Sales Records.csv,Total Cost,numeric
4759812.32,8339442.15,Europe Sales Records.csv,Total Cost,numeric
564857.16,290669.54,Europe Sales Records.csv,Total Cost,numeric
102173.06,219392.15,Europe Sales Records.csv,Total Cost,numeric
1262287.56,6720791.38,Europe Sales Records.csv,Total Cost,numeric
131642.39,706369.16,Europe Sales Records.csv,Total Cost,numeric
4023.57,3196.65,Europe Sales Records.csv,Total Cost,numeric
581424.48,500464.46,Europe Sales Records.csv,Total Cost,numeric
1679032.76,4595262.79,Europe Sales Records.csv,Total Cost,numeric
385959.84,359436.48,Europe Sales Records.csv,Total Cost,numeric
225183.84,541716.55,Europe Sales Records.csv,Total Cost,numeric
76238.61,44342.31,Europe Sales Records.csv,Total Cost,numeric
149432.36,749278.93,Europe Sales Records.csv,Total Cost,numeric
32790.8,15945.7,Europe Sales Records.csv,Total Cost,numeric
112345.86,244455.42,Europe Sales Records.csv,Total Cost,numeric
197944.32,865171.41,Europe Sales Records.csv,Total Cost,numeric
741897.87,672072.08,Europe Sales Records.csv,Total Cost,numeric
3074165.76,7435083.98,Europe Sales Records.csv,Total Cost,numeric
502751.97,944599.12,Europe Sales Records.csv,Total Cost,numeric
599410.56,714603.09,Europe Sales Records.csv,Total Cost,numeric
940588.32,603766.72,Europe Sales Records.csv,Total Cost,numeric
29638.41,21702.41,Europe Sales Records.csv,Total Cost,numeric
2195382.21,2012752.03,Europe Sales Records.csv,Total Cost,numeric
332416,894700.0,Europe Sales Records.csv,Total Cost,numeric
283640.42,466737.4,Europe Sales Records.csv,Total Cost,numeric
386432.73,130560.9,Europe Sales Records.csv,Total Cost,numeric
1180771.72,1229835.01,Europe Sales Records.csv,Total Cost,numeric
261377.38,840021.26,Europe Sales Records.csv,Total Cost,numeric
59377.29,21968.61,Europe Sales Records.csv,Total Cost,numeric
47914.08,64453.74,Europe Sales Records.csv,Total Cost,numeric
491510.67,657732.96,Europe Sales Records.csv,Total Cost,numeric
770722.68,407424.04,Europe Sales Records.csv,Total Cost,numeric
181587.21,633558.64,Europe Sales Records.csv,Total Cost,numeric
12366.31,67198.68,Europe Sales Records.csv,Total Cost,numeric
410004.81,408262.34,Europe Sales Records.csv,Total Cost,numeric
37520.24,55306.98,Europe Sales Records.csv,Total Cost,numeric
1084656.27,8042034.42,Europe Sales Records.csv,Total Cost,numeric
803156.5,911758.9,Europe Sales Records.csv,Total Cost,numeric
3132436.32,2485351.4,Europe Sales Records.csv,Total Cost,numeric
405870.54,450512.72,Europe Sales Records.csv,Total Cost,numeric
60999.8,65314.9,Europe Sales Records.csv,Total Cost,numeric
322346.85,127959.62,Europe Sales Records.csv,Total Cost,numeric
146160,319006.0,Europe Sales Records.csv,Total Cost,numeric
3749450.94,2726914.95,Europe Sales Records.csv,Total Cost,numeric
1911249.14,1523660.34,Europe Sales Records.csv,Total Cost,numeric
1745321.42,6286798.72,Europe Sales Records.csv,Total Cost,numeric
2901163.42,3481935.89,Europe Sales Records.csv,Total Cost,numeric
4863229.44,6370536.91,Europe Sales Records.csv,Total Cost,numeric
339849.99,211471.61,Europe Sales Records.csv,Total Cost,numeric
134579.2,480749.2,Europe Sales Records.csv,Total Cost,numeric
313926.25,179523.12,Europe Sales Records.csv,Total Cost,numeric
2290253.2,6372281.7,Europe Sales Records.csv,Total Cost,numeric
17323.68,50207.56,Europe Sales Records.csv,Total Cost,numeric
4179731.52,2132624.44,Europe Sales Records.csv,Total Cost,numeric
2695788.48,7785359.89,Europe Sales Records.csv,Total Cost,numeric
770795.7,151932.0,Europe Sales Records.csv,Total Cost,numeric
45492.08,67917.35,Europe Sales Records.csv,Total Cost,numeric
286568.17,997381.27,Europe Sales Records.csv,Total Cost,numeric
2000.46,6359.05,Europe Sales Records.csv,Total Cost,numeric
4733424.26,1604097.12,Europe Sales Records.csv,Total Cost,numeric
433892.55,836855.19,Europe Sales Records.csv,Total Cost,numeric
46979.43,44421.52,Europe Sales Records.csv,Total Cost,numeric
804093.99,257116.41,Europe Sales Records.csv,Total Cost,numeric
654375.05,626974.22,Europe Sales Records.csv,Total Cost,numeric
92445.32,30260.42,Europe Sales Records.csv,Total Cost,numeric
35795.54,40489.05,Europe Sales Records.csv,Total Cost,numeric
311911.68,302403.84,Europe Sales Records.csv,Total Cost,numeric
29411.73,43916.14,Europe Sales Records.csv,Total Cost,numeric
910089.6,904912.5,Europe Sales Records.csv,Total Cost,numeric
1582025.22,3040604.02,Europe Sales Records.csv,Total Cost,numeric
32558.6,19611.4,Europe Sales Records.csv,Total Cost,numeric
1053170.23,4564103.44,Europe Sales Records.csv,Total Cost,numeric
212993,936618.0,Europe Sales Records.csv,Total Cost,numeric
5064814.08,5026198.07,Europe Sales Records.csv,Total Cost,numeric
24787.44,96332.99,Europe Sales Records.csv,Total Cost,numeric
595621.46,172748.61,Europe Sales Records.csv,Total Cost,numeric
56529.48,43930.34,Europe Sales Records.csv,Total Cost,numeric
78744,27387.0,Europe Sales Records.csv,Total Cost,numeric
4130878.8,9111772.2,Europe Sales Records.csv,Total Cost,numeric
121946.44,702900.06,Europe Sales Records.csv,Total Cost,numeric
213032.96,595378.27,Europe Sales Records.csv,Total Cost,numeric
319982.67,808032.41,Europe Sales Records.csv,Total Cost,numeric
2425269.3,2502146.6,Europe Sales Records.csv,Total Cost,numeric
46350.16,82497.49,Europe Sales Records.csv,Total Cost,numeric
348973.86,177121.3,Europe Sales Records.csv,Total Cost,numeric
983780.82,549047.2,Europe Sales Records.csv,Total Cost,numeric
3731862.04,7706188.52,Europe Sales Records.csv,Total Cost,numeric
2697634.72,6596070.82,Europe Sales Records.csv,Total Cost,numeric
41035.6,48292.3,Europe Sales Records.csv,Total Cost,numeric
875927.22,707626.46,Europe Sales Records.csv,Total Cost,numeric
2095144.05,7859664.45,Europe Sales Records.csv,Total Cost,numeric
540470.58,220832.17,Europe Sales Records.csv,Total Cost,numeric
876656.13,607301.0,Europe Sales Records.csv,Total Cost,numeric
3861517.36,9839569.52,Europe Sales Records.csv,Total Cost,numeric
533094.24,454613.58,Europe Sales Records.csv,Total Cost,numeric
3127186.72,5840261.42,Europe Sales Records.csv,Total Cost,numeric
4332494.88,9926743.56,Europe Sales Records.csv,Total Cost,numeric
1161211.52,8544278.47,Europe Sales Records.csv,Total Cost,numeric
46346.08,93615.52,Europe Sales Records.csv,Total Cost,numeric
48993.6,69729.1,Europe Sales Records.csv,Total Cost,numeric
903751.98,692495.06,Europe Sales Records.csv,Total Cost,numeric
1698361.33,1287093.98,Europe Sales Records.csv,Total Cost,numeric
732164.16,888873.19,Europe Sales Records.csv,Total Cost,numeric
748631.52,140157.84,Europe Sales Records.csv,Total Cost,numeric
143225.53,218234.1,Europe Sales Records.csv,Total Cost,numeric
798989.12,969292.47,Europe Sales Records.csv,Total Cost,numeric
854646.24,681449.92,Europe Sales Records.csv,Total Cost,numeric
564603.21,953792.27,Europe Sales Records.csv,Total Cost,numeric
1188954.36,8446115.03,Europe Sales Records.csv,Total Cost,numeric
4726388.7,1014581.8,Europe Sales Records.csv,Total Cost,numeric
362361.66,621151.9,Europe Sales Records.csv,Total Cost,numeric
352773.12,628559.53,Europe Sales Records.csv,Total Cost,numeric
